"description","total_quantity","total_revenue","avg_unitprice","total_profit"
"SWALLOW SQUARE TISSUE BOX",1591,"$692.73",0.53144736842105263158,"$82,000.24"
"POLKADOT RAIN HAT ",1589,"$631.15",0.45531250000000000000,"$30,604.08"
"RIBBON REEL CHRISTMAS SOCK BAUBLE",1588,"$2,704.44",1.7418867924528302,"$45,414.42"
"IF YOU CAN'T STAND THE HEAT MUG",1586,"$1,752.34",1.2783516483516484,"$601,636.94"
"KEY RING BASEBALL BOOT ASSORTED ",1585,"$1,935.05",1.2432258064516129,"$60,884.70"
"CARD PARTY GAMES ",1581,"$633.78",0.41687500000000000000,"$25,727.40"
"CHOCOLATE BOX RIBBONS ",1580,"$1,926.33",1.2732377049180328,"$60,222.54"
"LADS ONLY TISSUE BOX",1578,"$1,432.04",0.65263157894736842105,"$204,123.96"
"OPEN CLOSED METAL SIGN",1577,"$7,311.36",4.9442151162790698,"$810,613.20"
"SMALL PURPLE BABUSHKA NOTEBOOK ",1577,"$1,012.78",0.79156565656565656566,"$29,197.28"
"SET/6 FRUIT SALAD PAPER CUPS",1576,"$345.42",0.25702702702702702703,"$21,677.56"
"VINTAGE SNAKES & LADDERS",1575,"$5,523.53",3.8390405904059041,"$191,475.68"
"WRAP FLOWER SHOP  ",1575,"$661.50",0.42000000000000000000,"$16,401.00"
"BLUE DRAWER KNOB ACRYLIC EDWARDIAN",1574,"$1,924.18",1.2454400000000000,"$62,902.36"
"CHRISTMAS LIGHTS 10 REINDEER",1572,"$12,150.00",8.4476470588235294,"$1,139,466.00"
"BANQUET BIRTHDAY  CARD  ",1572,"$647.28",0.41821782178217821782,"$13,962.96"
"6 RIBBONS ELEGANT CHRISTMAS ",1565,"$2,019.23",1.5196000000000000,"$111,109.38"
"VINTAGE CHRISTMAS PAPER GIFT BAG",1563,"$1,241.66",0.81772727272727272727,"$73,370.88"
"PORCELAIN ROSE SMALL",1560,"$1,218.36",0.90934782608695652174,"$201,168.64"
"CARD CAT AND TREE ",1560,"$646.56",0.41886792452830188679,"$12,036.96"
"SANDALWOOD FAN",1559,"$1,133.15",0.83647887323943661972,"$121,396.10"
"CHICK GREY HOT WATER BOTTLE",1555,"$5,810.37",3.9062962962962963,"$77,499.00"
"BINGO SET",1553,"$5,725.71",3.8331560283687943,"$207,905.42"
"DOLLY GIRL CHILDRENS BOWL",1553,"$1,854.85",1.2457746478873239,"$82,294.80"
"POLYESTER FILLER PAD 40x40cm",1551,"$2,248.95",1.4500000000000000,"$54,682.40"
"DOLLY GIRL CHILDRENS CUP",1549,"$1,881.39",1.2693835616438356,"$83,333.64"
"FRENCH ENAMEL CANDLEHOLDER",1549,"$3,104.32",2.1328455284552846,"$48,204.48"
"LUNCH BAG RED VINTAGE DOILY",1548,"$2,434.20",1.6416666666666667,"$135,352.40"
"RED 3 PIECE RETROSPOT CUTLERY SET",1543,"$5,555.13",3.7940816326530612,"$410,647.96"
"CHRISTMAS RETROSPOT STAR WOOD",1540,"$1,303.54",0.89213793103448275862,"$32,140.06"
"SMALL ZINC HEART WALL ORGANISER",1538,"$5,378.80",5.1911904761904762,"$1,273,042.00"
"ETCHED GLASS COASTER",1536,"$722.88",0.51900000000000000000,"$45,224.44"
"WOODEN OWLS LIGHT GARLAND ",1535,"$5,781.35",4.1839473684210526,"$365,170.96"
"VINTAGE BILLBOARD LOVE/HATE MUG",1535,"$1,637.71",1.2177777777777778,"$217,032.54"
"MIRROR MOSAIC T-LIGHT HOLDER ",1533,"$715.05",1.5100000000000000,"$404,744.10"
"PACK 3 BOXES CHRISTMAS PANNETONE",1532,"$2,869.10",2.1049565217391304,"$117,519.90"
"SET 12 COLOUR PENCILS LOVE LONDON",1531,"$992.75",0.64924812030075187970,"$47,957.70"
"CHILDRENS DOLLY GIRL MUG",1523,"$2,457.99",1.6855555555555556,"$81,871.76"
"3D VINTAGE CHRISTMAS STICKERS ",1522,"$1,930.38",1.3437795275590551,"$43,184.18"
"BLACK CHAMPAGNE GLASS",1517,"$621.87",0.50454545454545454545,"$55,196.76"
"DOORSTOP RETROSPOT HEART",1516,"$5,938.21",3.8366250000000000,"$2,269,421.00"
"FELTCRAFT PRINCESS OLIVIA DOLL",1514,"$5,446.10",3.7940784313725490,"$294,919.56"
"CARD WEDDING DAY",1506,"$615.24",0.41816326530612244898,"$17,552.52"
"SET 36 COLOUR PENCILS SPACEBOY ",1505,"$1,783.97",1.2445714285714286,"$86,225.44"
"PARTY CONE CHRISTMAS DECORATION ",1505,"$1,260.53",0.84857142857142857143,"$40,006.64"
"PORCELAIN BUDAH INCENSE HOLDER",1501,"$138.10",0.09526315789473684211,"$14,518.60"
"RED POLKADOT COFFEE  MUG",1499,"$642.75",0.66918367346938775510,"$30,515.34"
"RETROSPOT GIANT TUBE MATCHES",1497,"$3,450.15",2.5271739130434783,"$330,506.10"
"METAL SIGN EMPIRE TEA",1495,"$1,706.81",1.5037297297297297,"$30,731.32"
"DECORATIVE WICKER HEART SMALL",1492,"$932.28",0.62906976744186046512,"$37,466.04"
"TRAVEL CARD WALLET RETRO PETALS",1490,"$624.36",0.41934782608695652174,"$43,849.32"
"CHRISTMAS MUSICAL ZINC STAR",1489,"$528.21",0.47901408450704225352,"$23,629.48"
"PACK OF 20 SPACEBOY NAPKINS",1488,"$1,150.38",0.84747826086956521739,"$71,879.14"
"PACK OF 12 VINTAGE LEAF TISSUES ",1487,"$549.69",0.38895522388059701493,"$68,009.34"
"FRIDGE MAGNETS US DINER ASSORTED",1482,"$1,226.40",0.85636363636363636364,"$41,850.70"
"KNEELING MAT HOUSEWORK  DESIGN",1481,"$1,993.91",1.5800000000000000,"$106,612.00"
"RED KITCHEN SCALES",1476,"$11,895.73",8.4423736263736264,"$126,708.40"
"RED RETROSPOT SUGAR JAM BOWL",1473,"$3,459.15",2.5075471698113208,"$125,299.50"
"3D TRADITIONAL CHRISTMAS STICKERS",1471,"$1,882.31",1.3340277777777778,"$29,554.56"
"MINI CAKE STAND T-LIGHT HOLDER",1464,"$591.84",0.41727272727272727273,"$46,534.92"
"REINDEER HEART DECORATION SILVER",1461,"$1,241.59",0.91324561403508771930,"$35,981.30"
"RED RETROSPOT TAPE",1458,"$668.94",0.54880000000000000000,"$15,156.84"
"METAL DECORATION NAUGHTY CHILDREN ",1456,"$1,286.56",0.92273584905660377358,"$40,293.38"
"NATURAL SLATE CHALKBOARD LARGE ",1452,"$6,833.20",4.8882352941176471,"$58,688.50"
"BLUE PARTY BAGS ",1451,"$2,728.94",2.0772222222222222,"$189,174.12"
"COFFEE MUG DOG + BALL DESIGN",1450,"$3,047.34",2.5340410958904110,"$231,886.14"
"PAINTED METAL STAR WITH HOLLY BELLS",1450,"$698.00",0.59649350649350649351,"$17,408.18"
"TEATIME ROUND PENCIL SHARPENER ",1437,"$186.84",0.13224489795918367347,"$9,914.88"
"MINI JIGSAW BAKE A CAKE ",1436,"$516.61",0.37804878048780487805,"$128,122.84"
"TREASURE TIN BUFFALO BILL ",1436,"$2,898.56",2.0741326530612245,"$127,275.52"
"SET OF 2 CERAMIC CHRISTMAS REINDEER",1435,"$1,981.63",1.5168354430379747,"$257,198.54"
"POLKADOT COFFEE CUP & SAUCER PINK",1435,"$1,142.29",0.79562500000000000000,"$39,547.04"
"NATURAL HANGING QUILTED HEARTS ",1432,"$1,117.28",0.82541666666666666667,"$248,623.08"
"SLATE TILE NATURAL HANGING",1428,"$2,029.70",1.5903076923076923,"$45,155.30"
"PICNIC BASKET WICKER SMALL",1427,"$7,746.70",5.8109704641350211,"$152,338.60"
"MOODY GIRL DOOR HANGER ",1427,"$686.91",0.61567741935483870968,"$32,997.50"
"IVORY DINER WALL CLOCK",1426,"$11,587.20",8.4618453865336658,"$1,015,535.80"
"WHITE WICKER STAR ",1426,"$2,963.10",2.0964539007092199,"$28,920.30"
"DANISH ROSE PHOTO FRAME",1424,"$1,461.60",1.3434000000000000,"$36,401.76"
"ENGLISH ROSE HOT WATER BOTTLE",1423,"$5,767.91",4.2714634146341463,"$87,990.00"
"FOUR HOOK  WHITE LOVEBIRDS",1422,"$2,917.47",2.1096212121212121,"$58,236.64"
"DOORMAT MULTICOLOUR STRIPE",1419,"$8,053.22",7.6996478873239437,"$1,234,104.50"
"SWALLOW WOODEN CHRISTMAS DECORATION",1419,"$1,218.63",0.89100000000000000000,"$25,777.58"
"BIRDHOUSE GARDEN MARKER ",1417,"$1,936.85",1.2559740259740260,"$396,390.40"
"TOXIC AREA  DOOR HANGER ",1416,"$696.40",0.60957142857142857143,"$33,308.30"
"SILVER GLITTER FLOWER VOTIVE HOLDER",1407,"$419.55",0.30777777777777777778,"$56,258.54"
"VINTAGE CARAVAN GREETING CARD ",1406,"$574.06",0.42659090909090909091,"$13,968.72"
"CARAVAN SQUARE TISSUE BOX",1405,"$707.63",0.60984962406015037594,"$63,523.00"
"REGENCY TEA SPOON",1404,"$1,666.80",1.2293442622950820,"$77,846.54"
"CHARLIE AND LOLA FIGURES TINS",1404,"$2,817.80",2.3279527559055118,"$62,831.80"
"CERAMIC CAKE DESIGN SPOTTED MUG",1404,"$2,043.00",1.4825465838509317,"$30,067.02"
"PEG BAG APPLES DESIGN",1398,"$3,356.77",2.5942666666666667,"$63,659.12"
"MONSTERS STENCIL CRAFT",1398,"$1,720.42",1.2646428571428571,"$36,619.70"
"FILIGREE HEART BIRD WHITE ",1397,"$1,726.30",1.3925316455696203,"$64,363.58"
"FELT FARM ANIMAL WHITE BUNNY ",1393,"$518.77",0.67000000000000000000,"$35,530.38"
"MAGNETS PACK OF 4 HOME SWEET HOME",1393,"$714.60",0.57565789473684210526,"$14,947.80"
"PINK 3 PIECE POLKADOT CUTLERY SET",1392,"$5,010.40",3.8038613861386139,"$583,072.40"
"ROUND CONTAINER SET OF 5 RETROSPOT",1387,"$2,182.95",1.6395424836601307,"$76,038.30"
"TRAVEL CARD WALLET VINTAGE LEAF",1385,"$581.70",0.42000000000000000000,"$15,272.88"
"FULL ENGLISH BREAKFAST PLATE",1383,"$4,993.05",3.8364417177914110,"$170,533.60"
"FRENCH BATHROOM SIGN BLUE METAL",1382,"$2,227.62",1.6577500000000000,"$84,545.04"
"PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",1380,"$2,234.67",1.6665925925925926,"$37,340.58"
"DOORMAT WELCOME TO OUR HOME",1378,"$9,468.08",7.9171176470588235,"$455,480.10"
"BAG 500g SWIRLY MARBLES",1377,"$1,299.21",1.5144642857142857,"$31,315.26"
"VANILLA SCENT CANDLE JEWELLED BOX",1375,"$2,545.37",4.0390109890109890,"$225,326.10"
"ASSTD MULTICOLOUR CIRCLES MUG",1375,"$548.37",0.41895833333333333333,"$22,789.50"
"GREEN POLKADOT BOWL",1373,"$1,649.06",1.2517105263157895,"$39,833.60"
"WOOD S/3 CABINET ANT WHITE FINISH",1370,"$11,394.90",8.5653439153439153,"$65,907.70"
"S/4 VALENTINE DECOUPAGE HEART BOX",1369,"$2,028.05",2.3059139784946237,"$97,781.30"
"STARS GIFT TAPE ",1368,"$581.06",0.55666666666666666667,"$12,098.10"
"FLORAL FOLK STATIONERY SET",1366,"$1,934.85",1.5189622641509434,"$24,076.10"
"VINTAGE CHRISTMAS GIFT SACK",1365,"$5,527.15",4.1398989898989899,"$152,401.90"
"MEMO BOARD COTTAGE DESIGN",1365,"$6,306.19",4.9247761194029851,"$147,776.70"
"PINK PAISLEY SQUARE TISSUE BOX ",1364,"$564.48",0.51686440677966101695,"$97,939.22"
"REGENCY TEA STRAINER",1362,"$4,789.24",3.7471830985915493,"$126,072.82"
"RED HEART SHAPE LOVE BUCKET ",1358,"$2,591.02",2.7335820895522388,"$133,179.64"
"BLACK AND WHITE CAT BOWL",1357,"$2,661.90",1.7930232558139535,"$1,903,015.80"
"I CAN ONLY PLEASE ONE PERSON MUG",1357,"$1,668.89",1.2473049645390071,"$28,879.94"
"ILLUSTRATED CAT BOWL ",1356,"$3,586.32",2.5531460674157303,"$2,128,427.94"
"RETROSPOT RED WASHING UP GLOVES",1356,"$2,670.48",2.0898765432098765,"$62,974.08"
"RED DINER WALL CLOCK",1352,"$11,074.39",8.4973508353221957,"$153,452.20"
"LAVENDER SCENTED FABRIC HEART",1352,"$1,705.28",1.3203007518796992,"$21,161.88"
"HAIRCLIPS FORTIES FABRIC ASSORTED",1346,"$587.86",0.56968253968253968254,"$18,142.08"
"DOG BOWL CHASING BALL DESIGN",1341,"$5,227.93",3.7623275862068966,"$2,411,219.92"
"WATERING CAN GREEN DINOSAUR",1341,"$2,487.53",1.9504188481675393,"$61,979.70"
"LIGHT GARLAND BUTTERFILES PINK",1340,"$5,018.84",4.1843939393939394,"$346,592.24"
"DECORATION SITTING BUNNY",1335,"$257.61",0.20534883720930232558,"$15,348.62"
"CLASSIC GLASS COOKIE JAR",1334,"$5,358.50",4.1149402390438247,"$54,375.00"
"SKETCHBOOK MAGNETIC SHOPPING LIST",1332,"$1,921.24",1.5439890710382514,"$42,279.70"
"HYACINTH BULB T-LIGHT CANDLES",1328,"$557.76",0.42000000000000000000,"$31,375.68"
"50'S CHRISTMAS PAPER GIFT BAG",1327,"$1,068.14",0.81887640449438202247,"$42,779.68"
"WRAP WEDDING DAY",1325,"$528.50",0.41641025641025641026,"$37,184.00"
"BASKET OF TOADSTOOLS",1322,"$1,574.98",1.2475641025641026,"$229,906.86"
"HANGING  BUTTERFLY T-LIGHT HOLDER",1322,"$1,541.62",1.2286956521739130,"$63,334.66"
"VINTAGE  2 METRE FOLDING RULER",1322,"$2,199.34",1.7383076923076923,"$60,023.60"
"SET OF 6 3D KIT CARDS FOR KIDS",1322,"$1,107.08",0.87320754716981132075,"$37,751.78"
"POPPY'S PLAYHOUSE LIVINGROOM ",1319,"$2,733.02",2.1286770428015564,"$37,203.00"
"RETROSPOT LARGE MILK JUG",1317,"$6,267.15",4.8845794392523364,"$146,985.30"
"PIG KEYRING WITH LIGHT & SOUND ",1316,"$1,231.34",1.0452380952380952,"$42,995.52"
"FELTCRAFT DOLL EMILY",1301,"$3,732.15",2.9876470588235294,"$64,964.38"
"RIBBON REEL LACE DESIGN ",1300,"$2,610.00",2.0934210526315789,"$119,225.40"
"WRAP BIRD GARDEN ",1300,"$546.00",0.42000000000000000000,"$13,629.00"
"OVEN MITT APPLES DESIGN",1298,"$1,850.66",1.5488505747126437,"$32,321.86"
"CHERUB HEART DECORATION SILVER ",1297,"$1,090.43",0.95614285714285714286,"$63,061.10"
"MINI CAKE STAND WITH HANGING CAKES",1297,"$1,775.05",1.4323899371069182,"$36,537.40"
"SET 36 COLOUR PENCILS DOLLY GIRL",1296,"$1,522.72",1.2427619047619048,"$82,642.94"
"KITTY PENCIL ERASERS",1296,"$266.56",0.20931506849315068493,"$9,708.30"
"BOX OF VINTAGE ALPHABET BLOCKS",1295,"$13,035.66",11.1225541125541126,"$392,111.40"
"CHRISTMAS RETROSPOT TREE WOOD",1295,"$1,089.83",0.88969465648854961832,"$27,193.18"
"SET 36 COLOURING PENCILS DOILY",1294,"$1,568.86",1.2465137614678899,"$72,172.72"
"METAL SIGN HER DINNER IS SERVED ",1290,"$3,802.50",2.7854166666666667,"$1,195,787.40"
"WATERING CAN GARDEN MARKER",1290,"$1,778.10",1.2564788732394366,"$394,305.40"
"LAUREL HEART ANTIQUE SILVER",1290,"$1,567.00",1.4022093023255814,"$83,959.96"
"RED  EGG  SPOON",1290,"$155.40",0.12491803278688524590,"$4,888.44"
"RED METAL BEACH SPADE ",1289,"$1,613.67",1.2666896551724138,"$32,647.50"
"WOOD STAMP SET THANK YOU",1289,"$1,234.10",0.98757142857142857143,"$17,235.94"
"SKULL SHOULDER BAG",1288,"$2,081.20",1.6458041958041958,"$51,885.80"
"FRIDGE MAGNETS LES ENFANTS ASSORTED",1281,"$1,042.05",0.84486842105263157895,"$42,173.60"
"CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",1280,"$5,968.98",4.9703726708074534,"$252,205.20"
"FRENCH TOILET SIGN BLUE METAL",1274,"$1,536.71",1.2543243243243243,"$61,141.94"
"PRETTY HANGING QUILTED HEARTS",1274,"$1,046.86",0.82694444444444444444,"$38,067.14"
"LARGE CHINESE STYLE SCISSOR",1273,"$1,053.45",0.84600000000000000000,"$63,125.10"
"DRAWER KNOB CRACKLE GLAZE GREEN",1272,"$2,060.40",1.6470588235294118,"$44,304.30"
"FAIRY CAKES NOTEBOOK A6 SIZE",1272,"$762.99",0.66807339449541284404,"$27,092.78"
"WOODEN ROUNDERS GARDEN SET ",1269,"$11,601.14",9.7762540716612378,"$252,258.26"
"GLAMOROUS  MUG",1269,"$1,370.73",1.3554032258064516,"$170,963.64"
"15CM CHRISTMAS GLASS BALL 20 LIGHTS",1266,"$9,374.70",7.7694444444444444,"$138,106.90"
"BIG DOUGHNUT FRIDGE MAGNETS",1266,"$1,076.10",0.85000000000000000000,"$29,129.50"
"GLITTER HANGING BUTTERFLY STRING",1265,"$2,530.49",2.1527810650887574,"$145,381.88"
"CANDY HEART HANGING DECORATION",1265,"$631.71",0.48333333333333333333,"$86,474.16"
"ROCKING HORSE GREEN CHRISTMAS ",1265,"$1,050.29",0.84804511278195488722,"$24,898.50"
"CINNAMON SCENTED VOTIVE CANDLE",1264,"$326.24",0.27736842105263157895,"$16,814.10"
"PARTY TIME PENCIL ERASERS",1261,"$265.51",0.23562500000000000000,"$7,806.54"
"WHITE SAGE INCENSE",1260,"$264.60",0.21000000000000000000,"$17,593.38"
"RED CHARLIE+LOLA PERSONAL DOORSIGN",1256,"$622.64",0.62245454545454545455,"$21,642.58"
"ASSTD DESIGN RACING CAR PEN",1252,"$1,953.00",1.8518750000000000,"$218,101.50"
"FOLDING BUTTERFLY MIRROR RED  ",1252,"$961.28",0.82282608695652173913,"$77,892.76"
"STORAGE TIN VINTAGE DOILY ",1251,"$3,548.39",2.9834911242603550,"$138,352.98"
"DARK BIRD HOUSE TREE DECORATION",1251,"$377.91",0.32294117647058823529,"$11,012.94"
"WRAP MONSTER FUN ",1250,"$525.00",0.42000000000000000000,"$14,175.00"
"SET/6 TURQUOISE BUTTERFLY T-LIGHTS",1248,"$2,414.16",2.0823021582733813,"$105,007.08"
"BOYS ALPHABET IRON ON PATCHES",1248,"$262.08",0.21000000000000000000,"$71,346.24"
"MINI CAKE STAND  HANGING STRAWBERY",1248,"$1,665.08",1.4559459459459459,"$45,430.42"
"SET 12 VINTAGE DOILY CHALK ",1247,"$523.74",0.42000000000000000000,"$11,944.80"
"SILVER HEARTS TABLE DECORATION",1245,"$1,006.95",0.82694444444444444444,"$20,663.98"
"FOOD/DRINK SPONGE STICKERS",1244,"$261.24",0.21000000000000000000,"$12,429.06"
"HANGING CHICK CREAM DECORATION",1243,"$1,802.35",1.4500000000000000,"$39,869.20"
"VINYL RECORD FRAME SILVER",1236,"$4,275.22",3.7028735632183908,"$165,297.12"
"DRAWER KNOB CRACKLE GLAZE PINK",1234,"$1,997.70",1.6471014492753623,"$43,924.80"
"SWISS CHALET TREE DECORATION ",1233,"$455.57",0.41000000000000000000,"$12,308.38"
"METAL SIGN DROP YOUR PANTS",1232,"$3,192.56",2.8548571428571429,"$82,983.04"
"ROTATING LEAVES T-LIGHT HOLDER",1228,"$1,624.73",1.3659701492537313,"$40,039.06"
"DINOSAUR LUNCH BOX WITH CUTLERY",1227,"$2,868.78",2.5635714285714286,"$77,926.20"
"RIBBON REEL CHRISTMAS PRESENT ",1227,"$2,075.39",1.7363157894736842,"$18,874.72"
"MINI FUNKY DESIGN TAPES",1226,"$930.30",0.78281250000000000000,"$51,627.40"
"TUMBLER NEW ENGLAND",1226,"$478.14",0.39000000000000000000,"$27,450.54"
"PINK PAISLEY ROSE GIFT WRAP",1225,"$498.50",0.41800000000000000000,"$24,914.00"
"MAGNETS PACK OF 4 VINTAGE LABELS ",1223,"$569.75",0.58279069767441860465,"$18,738.20"
"STRAWBERRY HONEYCOMB  GARLAND ",1220,"$1,446.60",1.5487012987012987,"$58,375.50"
"RECIPE BOX BLUE SKETCHBOOK DESIGN",1219,"$3,425.01",2.9800000000000000,"$87,103.00"
"MODERN FLORAL STATIONERY SET",1219,"$1,745.05",1.5017204301075269,"$25,714.72"
"SET OF 12 FORK CANDLES",1215,"$3,319.35",2.8584210526315789,"$93,785.48"
"HANGING QUILTED PATCHWORK APPLES",1215,"$1,003.17",0.82865853658536585366,"$18,514.82"
"LANTERN CREAM GAZEBO ",1214,"$5,721.42",4.9804832713754647,"$50,212.42"
"TOTE BAG I LOVE LONDON",1212,"$2,306.58",2.0530208333333333,"$73,237.62"
"MAGIC SHEEP WOOL GROWING FROM PAPER",1212,"$1,190.00",1.0826315789473684,"$39,849.70"
"BOYS VINTAGE TIN SEASIDE BUCKET",1206,"$2,921.72",2.5523021582733813,"$53,256.60"
"KIDS RAIN MAC BLUE",1203,"$936.93",0.85260869565217391304,"$55,476.50"
"PACK OF 12 DOLLY GIRL TISSUES",1203,"$469.17",0.39000000000000000000,"$9,761.70"
"FRYING PAN UNION FLAG",1200,"$4,731.36",4.4370175438596491,"$180,132.58"
"HOOK, 1 HANGER ,MAGIC GARDEN",1199,"$966.11",0.84327586206896551724,"$72,789.12"
"FILIGREE HEART DAISY WHITE",1199,"$1,478.59",1.2412500000000000,"$35,266.90"
"LIPSTICK PEN BABY PINK",1199,"$500.33",0.47712643678160919540,"$23,413.52"
"SET OF 6 T-LIGHTS SANTA",1198,"$3,517.66",3.1247486033519553,"$61,010.18"
"ROMANTIC PINKS RIBBONS ",1198,"$1,471.35",1.2548113207547170,"$32,870.02"
"N0 SINGING METAL SIGN",1197,"$2,523.78",2.0911428571428571,"$332,509.68"
"PAINTED METAL HEART WITH HOLLY BELL",1196,"$687.98",0.74792207792207792208,"$19,487.04"
"BLACK AND WHITE DOG BOWL",1194,"$2,584.68",2.3787755102040816,"$1,016,988.94"
"PICNIC BASKET WICKER LARGE",1194,"$10,818.90",9.7798069498069498,"$443,607.90"
"ENAMEL MEASURING JUG CREAM",1193,"$4,954.29",4.2593538461538462,"$148,584.00"
"CHILDREN'S CIRCUS PARADE MUG",1192,"$1,924.48",1.6721428571428571,"$38,911.80"
"PAPER BUNTING VINTAGE PAISLEY",1190,"$3,398.50",2.9346994535519126,"$45,793.80"
"FRIDGE MAGNETS LA VIE EN ROSE",1188,"$978.60",0.84657894736842105263,"$34,017.00"
"CHRISTMAS CARD SCREEN PRINT ",1188,"$283.32",0.23674418604651162791,"$13,902.12"
"COSY HOUR CIGAR BOX MATCHES ",1187,"$1,456.39",1.2487662337662338,"$44,245.02"
"ZINC  STAR T-LIGHT HOLDER ",1186,"$1,361.54",1.2325000000000000,"$150,066.10"
"GREEN CHRISTMAS TREE CARD HOLDER",1183,"$2,562.27",2.5606122448979592,"$44,123.50"
"RIBBON REEL POLKADOTS ",1182,"$1,902.30",1.6469465648854962,"$68,389.50"
"MAGNETS PACK OF 4 RETRO PHOTO",1182,"$572.82",0.63616071428571428571,"$31,491.96"
"FRENCH KITCHEN SIGN BLUE METAL",1176,"$1,423.89",1.3022656250000000,"$59,981.62"
"DO NOT TOUCH MY STUFF DOOR HANGER ",1176,"$603.86",0.70176470588235294118,"$15,617.50"
"TROPICAL  HONEYCOMB PAPER GARLAND ",1175,"$2,672.25",2.5020000000000000,"$180,801.30"
"PACK OF 12 RED APPLE TISSUES",1175,"$428.01",0.38862745098039215686,"$65,943.90"
"SET OF 4 NAPKIN CHARMS CUTLERY",1173,"$2,647.96",2.5356140350877193,"$253,295.70"
"BLUE 3 PIECE POLKADOT CUTLERY SET",1170,"$4,213.34",3.8011340206185567,"$548,392.94"
"CARD DOG AND BALL ",1170,"$487.08",0.41931034482758620690,"$7,617.00"
"SET OF 2 CERAMIC PAINTED HEARTS ",1166,"$1,625.90",1.4436000000000000,"$71,623.50"
"POPART RECT PENCIL SHARPENER ASST",1166,"$140.52",0.12909090909090909091,"$6,707.88"
"MIRROR MOSAIC T-LIGHT HOLDER ROUND",1165,"$714.09",1.4782352941176471,"$186,318.18"
"VINTAGE PAISLEY STATIONERY SET",1163,"$1,658.69",1.5286574074074074,"$15,854.86"
"HANGING SPRING FLOWER EGG SMALL",1163,"$447.75",0.46600000000000000000,"$12,796.36"
"ASSTD DESIGN 3D PAPER STICKERS",1162,"$389.38",0.57457142857142857143,"$22,025.28"
"SET 3 SONG BIRD PAPER EGGS ASSORTED",1161,"$3,230.55",2.9287878787878788,"$193,428.00"
"DOORMAT UNION JACK GUNS AND ROSES",1159,"$6,635.61",7.7594303797468354,"$702,079.34"
"SET OF 4 SANTA PLACE SETTINGS",1158,"$1,427.34",1.2477659574468085,"$32,587.30"
"ASSORTED EASTER GIFT TAGS",1156,"$945.16",0.84573770491803278689,"$47,606.18"
"TOY TIDY SPACEBOY  ",1156,"$2,274.75",2.1280000000000000,"$26,792.46"
"3 TRADITIONAl BISCUIT CUTTERS  SET",1156,"$2,422.22",2.1272682926829268,"$22,066.36"
"EASTER TIN BUNNY BOUQUET",1150,"$1,832.70",1.6453846153846154,"$67,752.00"
"SET/6 FRUIT SALAD  PAPER PLATES",1143,"$479.25",0.44828571428571428571,"$34,889.24"
"EMPIRE BIRTHDAY CARD",1143,"$481.29",0.42953488372093023256,"$6,719.98"
"STAR T-LIGHT HOLDER WILLIE WINKIE",1142,"$1,875.06",1.7425490196078431,"$43,952.04"
"MULTICOLOUR HONEYCOMB FAN",1142,"$669.12",0.67947368421052631579,"$30,160.62"
"GIRLS VINTAGE TIN SEASIDE BUCKET",1141,"$2,736.75",2.5176258992805755,"$56,667.30"
"RED RETROSPOT CHILDRENS UMBRELLA",1140,"$3,629.66",3.3129508196721311,"$56,554.54"
"PANTRY CHOPPING BOARD",1138,"$5,695.86",4.9200000000000000,"$3,077,538.90"
"SILVER MUG BONE CHINA TREE OF LIFE",1138,"$1,303.29",1.1465048543689320,"$23,616.90"
"CHRISTMAS TREE STAR DECORATION",1138,"$477.96",0.42000000000000000000,"$16,661.40"
"BLACK/BLUE POLKADOT UMBRELLA",1133,"$6,367.94",6.0961867704280156,"$137,656.14"
"MAGNETS PACK OF 4 CHILDHOOD MEMORY",1130,"$1,309.90",1.2390804597701149,"$69,814.30"
"FIRST AID TIN",1129,"$3,530.35",3.2376666666666667,"$144,003.80"
"MAN FLU METAL SIGN",1129,"$2,360.58",2.2363225806451613,"$68,854.72"
"VICTORIAN SEWING BOX SMALL ",1128,"$6,432.11",5.9274476987447699,"$284,282.40"
"WRAP KEEP CALM BIRTHDAY",1125,"$460.50",0.41833333333333333333,"$24,702.00"
"SMALL FOLKART STAR CHRISTMAS DEC",1124,"$253.35",0.25764705882352941176,"$12,878.88"
"LARGE PURPLE BABUSHKA NOTEBOOK  ",1122,"$942.02",1.1176923076923077,"$35,351.76"
"SPACEBOY CHILDRENS EGG CUP",1118,"$1,405.97",1.2752083333333333,"$17,259.52"
"MOODY BOY  DOOR HANGER ",1109,"$542.75",0.69146788990825688073,"$30,398.24"
"DOORMAT 3 SMILEY CATS",1107,"$6,715.25",7.7924293785310734,"$1,169,294.30"
"ROSE 3 WICK MORRIS BOX CANDLE",1105,"$1,611.45",2.1812280701754386,"$121,719.08"
"RETRO PLASTIC ELEPHANT TRAY",1105,"$812.53",0.83646153846153846154,"$57,438.94"
"HOLIDAY FUN LUDO",1102,"$3,810.71",3.8300000000000000,"$217,179.56"
"ASSORTED TUTTI FRUTTI KEYRING BALL",1102,"$367.98",0.47913043478260869565,"$80,162.50"
"RIBBON REEL MAKING SNOWMEN ",1102,"$1,825.46",1.7227741935483871,"$35,984.42"
"APPLE BATH SPONGE",1102,"$1,400.49",1.3268253968253968,"$34,021.22"
"STRAWBRY SCENTED VOTIVE CANDLE",1101,"$267.45",0.26666666666666666667,"$19,139.16"
